,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
178,,36,202.0,109.0,6.0,87.0,39.1
1174,,34,196.0,98.0,14.0,88.0,40.4
790,,61,197.0,104.0,28.0,108.0,41.1
12026,,22,196.0,89.0,13.0,96.0,40.0
198,,66,171.0,72.0,18.0,105.0,40.5
10239,,27,189.0,94.0,30.0,115.0,40.7
7675,,50,173.0,65.0,16.0,98.0,40.4
548,,66,187.0,82.0,11.0,92.0,40.0
3339,,56,174.0,69.0,9.0,91.0,39.7
9213,,48,176.0,74.0,1.0,81.0,37.8
7465,,22,168.0,66.0,25.0,107.0,40.8
8699,,59,181.0,86.0,14.0,94.0,39.9
13278,,26,160.0,58.0,22.0,95.0,40.4
12351,,43,154.0,55.0,10.0,89.0,39.8
7533,,43,178.0,86.0,4.0,86.0,39.0
66,,45,158.0,61.0,20.0,97.0,40.7
4712,,59,168.0,64.0,14.0,94.0,40.2
5214,,32,172.0,70.0,9.0,89.0,39.7
11995,,66,156.0,52.0,21.0,97.0,40.8
5033,,44,168.0,69.0,10.0,85.0,39.7
13794,,27,175.0,73.0,11.0,94.0,40.0
2572,,29,169.0,68.0,26.0,108.0,40.3
10241,,37,154.0,57.0,25.0,100.0,40.7
14551,,33,165.0,72.0,5.0,82.0,39.1
622,,68,190.0,99.0,14.0,92.0,40.3
6222,,42,179.0,72.0,7.0,96.0,39.4
787,,31,170.0,64.0,2.0,77.0,38.1
3332,,63,162.0,58.0,27.0,106.0,40.9
14441,,68,164.0,67.0,30.0,110.0,41.2
6008,,78,171.0,74.0,16.0,95.0,40.4
10974,,22,168.0,66.0,7.0,79.0,39.5
8334,,25,206.0,111.0,3.0,91.0,38.8
13123,,41,179.0,83.0,26.0,107.0,40.5
10525,,42,202.0,108.0,2.0,77.0,38.2
8696,,28,171.0,72.0,13.0,92.0,40.1
515,,22,184.0,82.0,14.0,87.0,39.9
478,,61,157.0,56.0,17.0,95.0,40.5
4476,,46,176.0,83.0,16.0,98.0,39.9
12277,,66,190.0,89.0,10.0,94.0,39.8
8818,,31,182.0,85.0,10.0,83.0,39.5
6899,,26,178.0,76.0,25.0,103.0,40.5
1033,,33,153.0,52.0,18.0,93.0,40.1
12158,,72,162.0,66.0,14.0,97.0,40.1
2598,,53,180.0,77.0,27.0,103.0,40.7
1514,,34,181.0,79.0,19.0,100.0,40.3
6191,,38,175.0,74.0,16.0,99.0,40.5
10864,,43,197.0,99.0,11.0,96.0,40.0
7237,,28,163.0,71.0,20.0,95.0,40.6
5753,,47,190.0,88.0,26.0,109.0,40.6
14153,,32,188.0,93.0,10.0,95.0,39.7
12897,,34,148.0,53.0,16.0,94.0,40.4
8236,,35,178.0,72.0,13.0,91.0,40.1
8536,,76,211.0,116.0,25.0,110.0,40.8
5521,,68,192.0,100.0,13.0,99.0,40.2
1462,,28,186.0,91.0,18.0,100.0,40.3
7915,,70,182.0,83.0,17.0,96.0,40.2
1871,,45,187.0,91.0,25.0,109.0,41.0
12386,,66,186.0,89.0,7.0,88.0,39.6
7209,,25,152.0,53.0,4.0,80.0,39.2
10072,,67,147.0,49.0,7.0,86.0,39.5
7349,,22,199.0,97.0,24.0,104.0,40.6
4623,,24,171.0,71.0,5.0,87.0,39.2
12987,,20,208.0,105.0,14.0,86.0,40.2
4818,,26,180.0,73.0,14.0,99.0,40.0
220,,63,204.0,112.0,29.0,110.0,40.4
12658,,33,183.0,84.0,6.0,85.0,39.5
9002,,29,183.0,75.0,20.0,98.0,40.5
2476,,48,177.0,86.0,27.0,114.0,41.0
4248,,56,163.0,59.0,5.0,89.0,38.7
11441,,29,162.0,65.0,11.0,94.0,39.8
13737,,76,155.0,55.0,7.0,86.0,39.6
12564,,52,170.0,76.0,16.0,100.0,40.5
6487,,29,156.0,54.0,28.0,102.0,40.8
9420,,27,159.0,63.0,13.0,93.0,40.1
9717,,38,201.0,106.0,21.0,106.0,40.9
5650,,39,165.0,62.0,2.0,73.0,37.8
13648,,51,152.0,58.0,30.0,117.0,41.3
10806,,75,158.0,69.0,28.0,114.0,40.8
8052,,47,183.0,85.0,24.0,98.0,40.7
13783,,22,190.0,94.0,2.0,82.0,37.9
2881,,62,156.0,57.0,26.0,105.0,40.8
1677,,24,205.0,110.0,5.0,78.0,39.0
6060,,26,166.0,63.0,2.0,73.0,38.9
901,,43,169.0,66.0,4.0,76.0,39.1
12488,,23,143.0,49.0,10.0,90.0,40.1
14292,,32,153.0,54.0,8.0,92.0,39.8
2296,,53,177.0,76.0,15.0,94.0,40.1
8809,,24,188.0,84.0,26.0,113.0,40.9
8488,,41,184.0,91.0,23.0,113.0,40.4
9004,,72,177.0,79.0,6.0,81.0,39.1
13780,,63,161.0,61.0,6.0,90.0,39.4
12623,,45,159.0,59.0,30.0,113.0,41.1
11072,,32,168.0,62.0,28.0,106.0,40.8
6772,,49,167.0,67.0,3.0,79.0,38.6
11844,,28,145.0,53.0,11.0,90.0,39.8
7257,,79,155.0,51.0,27.0,98.0,41.3
2580,,58,165.0,65.0,19.0,111.0,40.8
7966,,36,195.0,94.0,11.0,89.0,39.5
14230,,76,179.0,81.0,28.0,115.0,40.6
11558,,50,180.0,88.0,14.0,88.0,40.2
14790,,78,187.0,96.0,29.0,103.0,40.6
9780,,79,158.0,60.0,17.0,98.0,40.6
9351,,27,189.0,96.0,20.0,108.0,40.6
5254,,43,193.0,96.0,26.0,110.0,40.9
681,,47,200.0,108.0,15.0,98.0,40.2
13973,,54,190.0,98.0,25.0,109.0,40.5
3159,,42,192.0,87.0,23.0,106.0,41.0
10869,,47,177.0,80.0,27.0,104.0,40.8
2987,,33,154.0,54.0,16.0,90.0,40.3
4908,,21,174.0,66.0,9.0,94.0,39.8
1882,,20,157.0,56.0,26.0,103.0,40.4
10705,,68,171.0,72.0,12.0,93.0,39.9
1940,,39,163.0,60.0,12.0,91.0,40.2
3296,,23,168.0,69.0,3.0,83.0,38.1
3534,,37,178.0,81.0,28.0,112.0,40.8
5974,,32,165.0,67.0,11.0,98.0,39.8
3729,,63,187.0,91.0,26.0,108.0,40.8
490,,26,181.0,82.0,29.0,105.0,41.0
5708,,79,178.0,82.0,16.0,90.0,40.2
1181,,26,196.0,101.0,15.0,92.0,40.2
1375,,35,179.0,77.0,27.0,108.0,40.9
5014,,65,178.0,68.0,6.0,83.0,39.3
626,,23,160.0,58.0,21.0,106.0,40.3
4758,,33,153.0,54.0,12.0,93.0,39.8
10336,,34,179.0,75.0,7.0,91.0,39.4
11449,,31,157.0,54.0,8.0,84.0,39.8
13147,,47,151.0,56.0,25.0,108.0,40.7
4180,,20,172.0,70.0,18.0,105.0,40.6
11313,,76,186.0,96.0,11.0,93.0,40.0
8778,,59,161.0,57.0,28.0,110.0,40.5
2887,,71,177.0,75.0,23.0,110.0,40.4
4539,,28,163.0,64.0,14.0,98.0,40.4
10691,,44,171.0,75.0,13.0,94.0,39.9
6671,,59,157.0,60.0,5.0,84.0,38.8
6453,,26,176.0,69.0,28.0,108.0,40.8
1366,,71,176.0,73.0,5.0,85.0,38.9
2639,,47,188.0,84.0,26.0,105.0,40.8
14204,,52,156.0,54.0,28.0,114.0,40.7
5602,,31,145.0,46.0,28.0,104.0,40.7
13558,,44,177.0,83.0,5.0,86.0,39.0
5730,,50,164.0,63.0,9.0,90.0,39.5
7204,,33,205.0,114.0,4.0,90.0,39.2
5296,,25,182.0,83.0,13.0,94.0,40.1
10351,,75,157.0,58.0,11.0,93.0,40.2
2938,,54,187.0,88.0,23.0,101.0,40.9
10237,,27,172.0,70.0,2.0,75.0,38.1
12988,,29,167.0,73.0,28.0,117.0,40.8
5979,,47,190.0,91.0,27.0,105.0,40.6
4534,,78,179.0,93.0,1.0,79.0,37.6
10119,,64,174.0,81.0,3.0,83.0,38.6
7669,,27,168.0,66.0,16.0,91.0,40.5
7607,,38,153.0,53.0,6.0,87.0,39.5
12012,,79,183.0,86.0,12.0,96.0,39.8
9853,,20,180.0,83.0,16.0,95.0,40.3
11215,,20,193.0,97.0,21.0,97.0,40.7
14583,,58,179.0,78.0,21.0,99.0,40.7
6681,,36,187.0,89.0,10.0,93.0,39.7
5428,,36,151.0,52.0,28.0,112.0,40.9
5266,,35,163.0,63.0,25.0,103.0,40.9
10543,,46,183.0,84.0,15.0,96.0,40.7
14712,,58,170.0,68.0,25.0,111.0,40.9
1784,,33,189.0,88.0,10.0,90.0,39.7
7116,,39,151.0,53.0,18.0,100.0,40.7
494,,30,185.0,84.0,9.0,85.0,39.6
9758,,33,171.0,64.0,3.0,81.0,38.7
8776,,52,187.0,87.0,9.0,91.0,39.7
2038,,34,179.0,73.0,5.0,85.0,39.2
4041,,38,187.0,82.0,9.0,95.0,39.5
2897,,64,194.0,97.0,5.0,80.0,39.2
8558,,71,185.0,92.0,29.0,113.0,40.6
9803,,47,197.0,94.0,6.0,89.0,39.1
9844,,36,199.0,102.0,2.0,75.0,38.4
11898,,70,177.0,86.0,21.0,108.0,40.7
2653,,22,190.0,94.0,15.0,91.0,40.2
10316,,33,168.0,73.0,21.0,99.0,40.6
8514,,53,155.0,55.0,24.0,103.0,40.6
2031,,46,180.0,78.0,25.0,99.0,40.7
5089,,34,165.0,60.0,5.0,91.0,39.3
813,,29,147.0,48.0,17.0,98.0,40.6
7235,,44,194.0,98.0,20.0,101.0,40.6
6280,,37,177.0,77.0,21.0,98.0,40.4
14263,,20,177.0,78.0,15.0,99.0,40.4
1079,,76,179.0,85.0,16.0,98.0,40.3
2226,,37,156.0,57.0,22.0,96.0,40.6
11680,,23,170.0,66.0,12.0,86.0,40.3
13712,,20,142.0,48.0,19.0,91.0,40.1
11187,,71,192.0,97.0,22.0,104.0,40.6
3261,,24,164.0,65.0,6.0,85.0,39.2
5649,,23,191.0,84.0,24.0,111.0,40.8
3862,,20,174.0,77.0,21.0,110.0,40.7
2936,,41,180.0,87.0,15.0,96.0,39.9
12056,,51,171.0,70.0,1.0,81.0,37.8
7080,,60,164.0,63.0,15.0,91.0,40.0
3917,,50,163.0,64.0,12.0,94.0,40.3
12196,,21,167.0,63.0,29.0,115.0,41.0
305,,41,172.0,75.0,8.0,88.0,39.7
4056,,32,151.0,51.0,8.0,91.0,39.6
14273,,53,161.0,56.0,25.0,109.0,40.5
2999,,34,156.0,56.0,24.0,102.0,40.7
9541,,39,197.0,101.0,16.0,106.0,40.3
1231,,28,163.0,61.0,9.0,92.0,39.7
2313,,74,182.0,88.0,14.0,91.0,39.7
11773,,21,180.0,74.0,23.0,102.0,40.7
10269,,52,174.0,75.0,20.0,104.0,40.4
13646,,23,179.0,80.0,21.0,96.0,40.7
4321,,22,181.0,72.0,30.0,111.0,40.6
14875,,63,138.0,46.0,25.0,117.0,40.5
6470,,44,162.0,60.0,5.0,88.0,38.9
14893,,25,170.0,68.0,23.0,90.0,40.5
7500,,39,188.0,92.0,10.0,101.0,39.8
12976,,25,162.0,66.0,30.0,112.0,41.3
3899,,20,193.0,98.0,8.0,92.0,39.8
3567,,76,171.0,66.0,6.0,98.0,39.3
5452,,50,196.0,98.0,3.0,87.0,38.4
8022,,32,205.0,101.0,28.0,110.0,40.8
12970,,66,153.0,60.0,28.0,108.0,40.8
11856,,29,171.0,65.0,24.0,99.0,40.5
4270,,77,194.0,90.0,24.0,103.0,40.7
8531,,35,173.0,68.0,29.0,108.0,40.4
4086,,32,169.0,65.0,7.0,82.0,39.3
6663,,24,159.0,56.0,23.0,112.0,40.5
12176,,53,172.0,73.0,3.0,81.0,38.7
588,,59,167.0,72.0,4.0,89.0,38.7
3365,,29,177.0,68.0,26.0,101.0,40.8
2670,,33,189.0,93.0,15.0,95.0,40.5
5515,,38,171.0,70.0,9.0,97.0,39.5
14923,,24,191.0,90.0,30.0,113.0,40.8
12900,,57,182.0,86.0,1.0,84.0,37.9
2395,,30,173.0,62.0,5.0,87.0,39.5
5506,,29,173.0,82.0,28.0,115.0,40.9
2170,,28,169.0,69.0,22.0,111.0,40.8
14072,,22,155.0,61.0,9.0,91.0,39.8
8134,,38,159.0,61.0,7.0,87.0,39.5
9334,,70,160.0,64.0,15.0,99.0,40.0
14104,,73,190.0,99.0,11.0,91.0,40.1
9045,,30,172.0,67.0,22.0,112.0,40.3
12500,,39,158.0,54.0,26.0,105.0,40.8
5673,,22,176.0,81.0,17.0,97.0,40.4
2774,,45,184.0,88.0,15.0,97.0,40.0
7620,,26,160.0,56.0,12.0,97.0,40.3
6559,,27,192.0,91.0,8.0,88.0,39.4
14694,,21,167.0,59.0,8.0,88.0,39.4
8456,,27,156.0,62.0,19.0,103.0,40.3
12890,,36,162.0,60.0,22.0,103.0,40.5
14048,,64,150.0,47.0,22.0,101.0,40.8
5798,,36,177.0,76.0,24.0,98.0,40.7
5982,,22,175.0,73.0,16.0,93.0,40.6
5882,,44,146.0,52.0,25.0,101.0,40.7
9443,,28,165.0,65.0,18.0,99.0,40.3
11463,,37,181.0,86.0,22.0,97.0,40.6
2181,,34,171.0,71.0,5.0,83.0,39.3
11172,,20,156.0,54.0,1.0,84.0,37.7
1473,,51,193.0,100.0,4.0,85.0,38.8
6103,,28,163.0,59.0,3.0,85.0,38.9
11334,,45,179.0,79.0,28.0,108.0,40.4
9150,,26,180.0,81.0,28.0,105.0,40.7
8925,,23,146.0,42.0,22.0,98.0,40.2
421,,33,154.0,59.0,28.0,105.0,40.6
2306,,38,152.0,55.0,28.0,107.0,40.9
12802,,49,193.0,87.0,9.0,85.0,39.8
171,,35,154.0,57.0,19.0,94.0,40.6
3956,,29,185.0,75.0,30.0,109.0,41.2
5606,,71,181.0,85.0,17.0,101.0,40.2
13865,,51,160.0,63.0,2.0,82.0,38.3
8462,,24,178.0,82.0,12.0,94.0,40.1
1725,,23,143.0,45.0,4.0,91.0,39.3
10215,,30,161.0,54.0,5.0,80.0,39.2
14031,,29,184.0,89.0,12.0,87.0,40.5
12179,,25,174.0,80.0,29.0,109.0,41.3
904,,23,148.0,52.0,25.0,108.0,41.1
3494,,43,166.0,69.0,15.0,96.0,40.0
8346,,79,153.0,56.0,22.0,98.0,40.7
9728,,25,157.0,67.0,30.0,109.0,40.8
7797,,20,191.0,92.0,27.0,104.0,40.9
7396,,68,170.0,65.0,14.0,90.0,40.3
13069,,22,157.0,59.0,3.0,88.0,38.6
2080,,55,157.0,57.0,27.0,101.0,40.8
7928,,37,152.0,52.0,7.0,89.0,39.2
13571,,22,187.0,90.0,4.0,84.0,38.9
7933,,22,189.0,89.0,13.0,91.0,40.2
9856,,25,174.0,77.0,8.0,100.0,39.1
10650,,34,195.0,90.0,20.0,100.0,40.6
7211,,36,208.0,109.0,13.0,91.0,40.3
4677,,63,159.0,62.0,29.0,104.0,40.4
6533,,56,184.0,83.0,6.0,94.0,38.8
5209,,61,177.0,79.0,4.0,86.0,38.8
2646,,53,194.0,93.0,27.0,104.0,40.5
11450,,27,175.0,80.0,27.0,101.0,40.9
10945,,23,187.0,87.0,15.0,92.0,39.8
11643,,30,177.0,80.0,25.0,117.0,40.7
13213,,25,192.0,98.0,28.0,104.0,40.8
10550,,68,184.0,81.0,3.0,81.0,38.6
6365,,34,167.0,64.0,10.0,99.0,39.6
11580,,59,181.0,88.0,21.0,97.0,40.8
2155,,21,200.0,94.0,6.0,81.0,39.2
13565,,32,186.0,88.0,10.0,92.0,39.9
7370,,27,162.0,64.0,3.0,85.0,38.6
13340,,32,166.0,61.0,28.0,107.0,40.8
7837,,29,164.0,62.0,27.0,107.0,40.9
3715,,28,175.0,72.0,7.0,93.0,39.5
8111,,22,185.0,83.0,12.0,85.0,40.1
10940,,37,174.0,79.0,24.0,106.0,40.8
12427,,24,165.0,68.0,12.0,82.0,39.8
3622,,62,176.0,77.0,30.0,116.0,40.6
4516,,47,165.0,67.0,6.0,89.0,39.5
7354,,74,168.0,69.0,5.0,85.0,39.4
8750,,53,170.0,64.0,28.0,104.0,40.7
1436,,41,190.0,88.0,24.0,103.0,40.6
507,,35,169.0,69.0,23.0,96.0,40.7
5275,,34,192.0,90.0,12.0,93.0,40.2
5663,,67,192.0,101.0,25.0,102.0,40.8
5402,,39,179.0,79.0,1.0,76.0,37.4
5930,,60,182.0,88.0,30.0,103.0,40.9
2339,,64,164.0,61.0,2.0,79.0,38.1
9870,,26,187.0,93.0,26.0,106.0,40.7
4386,,22,181.0,81.0,28.0,111.0,40.8
11650,,58,169.0,68.0,22.0,101.0,40.6
7680,,59,192.0,97.0,28.0,112.0,41.3
11526,,28,189.0,90.0,5.0,82.0,38.8
8693,,36,181.0,87.0,19.0,105.0,40.4
643,,28,184.0,85.0,8.0,94.0,39.4
1539,,63,178.0,76.0,6.0,87.0,39.1
1211,,59,179.0,85.0,7.0,85.0,39.3
11027,,42,180.0,76.0,29.0,119.0,40.9
13689,,64,156.0,51.0,5.0,82.0,39.1
8864,,21,198.0,99.0,27.0,98.0,41.0
6106,,59,155.0,57.0,6.0,91.0,39.4
5615,,23,185.0,85.0,19.0,96.0,40.4
13189,,32,176.0,70.0,2.0,86.0,38.6
1464,,51,217.0,118.0,4.0,85.0,39.1
1192,,68,163.0,57.0,13.0,95.0,40.2
3590,,33,155.0,58.0,19.0,108.0,41.0
9697,,24,199.0,106.0,8.0,96.0,39.7
6360,,41,170.0,65.0,21.0,96.0,40.5
8697,,36,180.0,83.0,21.0,107.0,40.5
12187,,37,169.0,67.0,7.0,84.0,39.6
6719,,31,186.0,90.0,16.0,95.0,40.0
506,,37,173.0,67.0,15.0,94.0,40.0
11086,,39,156.0,53.0,3.0,77.0,38.6
9249,,41,186.0,89.0,27.0,108.0,41.0
12393,,41,151.0,51.0,17.0,103.0,40.6
11676,,35,163.0,62.0,12.0,91.0,40.2
1773,,20,200.0,94.0,25.0,103.0,40.7
272,,42,195.0,95.0,17.0,105.0,40.2
12230,,28,199.0,96.0,29.0,107.0,41.1
3618,,25,153.0,58.0,20.0,102.0,40.4
2381,,37,154.0,61.0,5.0,82.0,39.5
7008,,28,192.0,94.0,18.0,94.0,40.1
14156,,74,187.0,90.0,12.0,77.0,40.1
4633,,35,173.0,78.0,12.0,85.0,40.0
8504,,78,193.0,94.0,17.0,97.0,40.3
746,,63,176.0,79.0,12.0,90.0,39.8
7707,,24,170.0,66.0,9.0,89.0,39.8
3569,,48,171.0,70.0,13.0,95.0,40.4
12302,,51,201.0,98.0,24.0,96.0,40.3
8557,,39,175.0,70.0,29.0,110.0,41.1
6448,,58,162.0,63.0,9.0,88.0,39.4
5599,,33,180.0,77.0,22.0,104.0,40.5
10977,,51,182.0,88.0,8.0,85.0,39.6
10766,,48,178.0,80.0,6.0,76.0,39.5
8572,,49,170.0,70.0,13.0,95.0,40.3
10566,,21,180.0,81.0,9.0,91.0,39.5
1912,,34,184.0,84.0,30.0,103.0,40.7
9258,,72,167.0,76.0,28.0,102.0,40.4
599,,58,172.0,75.0,27.0,107.0,40.7
3892,,71,165.0,60.0,28.0,115.0,40.7
5540,,23,200.0,95.0,18.0,92.0,40.6
1652,,61,158.0,62.0,2.0,79.0,38.2
8106,,24,159.0,55.0,5.0,89.0,39.4
1893,,73,179.0,87.0,10.0,91.0,39.6
11126,,45,185.0,87.0,24.0,107.0,40.8
6502,,77,161.0,65.0,11.0,89.0,39.9
4362,,56,185.0,90.0,25.0,105.0,40.5
14658,,52,193.0,98.0,18.0,105.0,40.3
375,,32,176.0,83.0,10.0,99.0,39.7
1966,,22,194.0,93.0,8.0,90.0,39.6
3957,,56,177.0,84.0,12.0,90.0,40.1
13849,,69,176.0,78.0,18.0,100.0,40.3
5696,,53,176.0,74.0,17.0,99.0,40.4
1243,,23,174.0,70.0,3.0,78.0,38.3
12518,,76,186.0,92.0,5.0,94.0,38.9
12251,,36,179.0,75.0,18.0,94.0,40.0
9142,,22,202.0,96.0,13.0,89.0,40.3
941,,20,184.0,78.0,18.0,87.0,40.1
10347,,67,157.0,56.0,28.0,122.0,40.7
3346,,29,179.0,77.0,26.0,97.0,40.9
2657,,56,162.0,59.0,26.0,101.0,41.1
14668,,53,185.0,83.0,14.0,102.0,40.3
10881,,36,181.0,83.0,8.0,81.0,39.4
5326,,42,165.0,60.0,7.0,81.0,39.3
13658,,63,173.0,76.0,7.0,90.0,39.2
6578,,72,211.0,121.0,27.0,108.0,40.7
2799,,20,180.0,72.0,4.0,90.0,38.6
4306,,28,188.0,84.0,22.0,105.0,40.8
10842,,58,162.0,67.0,26.0,107.0,41.0
11525,,41,173.0,69.0,17.0,92.0,40.0
7244,,24,141.0,45.0,9.0,91.0,39.8
298,,53,168.0,65.0,21.0,102.0,40.5
12229,,54,180.0,78.0,10.0,94.0,39.8
3823,,41,170.0,72.0,17.0,92.0,40.2
9934,,22,176.0,67.0,25.0,108.0,40.9
7977,,44,160.0,61.0,1.0,79.0,37.8
2035,,34,178.0,80.0,21.0,106.0,40.4
4039,,73,166.0,65.0,7.0,83.0,39.5
9807,,51,167.0,62.0,3.0,87.0,38.7
12047,,49,196.0,94.0,24.0,98.0,41.1
1499,,42,183.0,83.0,2.0,92.0,38.3
3512,,29,150.0,48.0,11.0,102.0,40.0
14880,,65,196.0,97.0,8.0,89.0,39.9
8844,,27,185.0,90.0,20.0,103.0,40.3
8362,,23,185.0,89.0,27.0,109.0,40.7
6828,,75,184.0,81.0,2.0,75.0,37.9
7130,,31,180.0,83.0,5.0,92.0,39.0
12423,,30,145.0,49.0,11.0,90.0,40.0
9192,,51,182.0,85.0,16.0,93.0,40.5
4085,,23,159.0,57.0,17.0,90.0,40.2
242,,50,149.0,55.0,13.0,101.0,40.4
12746,,31,175.0,76.0,16.0,89.0,40.2
1644,,73,162.0,61.0,27.0,99.0,40.7
7371,,71,168.0,68.0,12.0,90.0,39.9
10861,,33,162.0,57.0,16.0,88.0,40.3
5594,,35,202.0,97.0,16.0,105.0,40.1
11236,,69,183.0,84.0,29.0,112.0,40.7
10272,,51,159.0,57.0,13.0,93.0,39.9
5231,,62,162.0,67.0,12.0,99.0,40.2
2076,,47,149.0,54.0,6.0,87.0,39.5
4103,,44,168.0,72.0,28.0,113.0,40.9
7493,,77,166.0,66.0,25.0,109.0,40.4
5968,,45,211.0,112.0,24.0,108.0,40.8
12525,,34,186.0,78.0,8.0,81.0,39.5
11832,,76,170.0,78.0,15.0,95.0,40.0
3966,,50,170.0,66.0,6.0,85.0,39.5
12190,,73,195.0,103.0,7.0,89.0,39.6
14683,,40,159.0,60.0,9.0,86.0,39.6
14070,,25,163.0,65.0,7.0,91.0,39.3
6754,,28,154.0,56.0,28.0,106.0,40.4
9948,,62,154.0,59.0,16.0,107.0,40.2
13767,,44,164.0,60.0,19.0,104.0,40.6
12466,,58,162.0,57.0,25.0,109.0,40.8
4078,,25,175.0,70.0,20.0,105.0,40.4
7754,,68,179.0,79.0,30.0,105.0,40.8
8832,,79,184.0,87.0,21.0,100.0,40.5
2778,,20,158.0,57.0,25.0,108.0,40.7
4603,,21,175.0,67.0,17.0,93.0,40.4
4932,,79,190.0,94.0,27.0,106.0,40.7
1985,,44,173.0,69.0,27.0,107.0,40.9
3861,,79,162.0,58.0,18.0,95.0,40.1
7774,,30,126.0,39.0,25.0,104.0,40.7
325,,34,184.0,85.0,19.0,109.0,40.4
14657,,54,196.0,105.0,16.0,85.0,40.5
6394,,75,158.0,60.0,16.0,101.0,40.3
11230,,47,162.0,57.0,24.0,106.0,40.6
4054,,45,181.0,87.0,25.0,104.0,40.9
2237,,51,169.0,70.0,28.0,106.0,40.7
5229,,25,177.0,80.0,22.0,93.0,40.4
4571,,45,198.0,100.0,16.0,97.0,39.9
8976,,47,172.0,72.0,23.0,103.0,40.5
7454,,47,183.0,83.0,13.0,91.0,40.4
1268,,61,153.0,52.0,2.0,81.0,37.9
864,,65,198.0,96.0,5.0,85.0,39.1
4942,,44,171.0,70.0,17.0,105.0,40.4
2253,,22,195.0,95.0,29.0,108.0,41.0
6010,,21,191.0,87.0,25.0,105.0,40.6
6911,,38,194.0,101.0,20.0,109.0,40.5
9815,,22,183.0,83.0,13.0,99.0,40.1
6998,,63,194.0,106.0,8.0,82.0,39.6
371,,76,175.0,72.0,10.0,97.0,39.8
10732,,32,150.0,55.0,7.0,80.0,39.4
7940,,69,180.0,86.0,12.0,97.0,40.3
609,,35,178.0,71.0,8.0,85.0,39.8
4651,,33,163.0,63.0,12.0,93.0,39.9
12541,,39,165.0,61.0,22.0,103.0,40.7
8872,,25,200.0,107.0,9.0,92.0,39.7
11688,,68,177.0,85.0,23.0,94.0,40.8
14474,,42,163.0,61.0,6.0,88.0,39.2
11511,,22,169.0,69.0,17.0,106.0,40.3
2364,,68,175.0,81.0,6.0,79.0,39.3
7766,,25,197.0,97.0,14.0,92.0,40.4
7148,,47,184.0,88.0,6.0,81.0,39.4
3789,,20,172.0,71.0,5.0,73.0,39.1
10937,,23,158.0,56.0,9.0,91.0,39.9
5581,,37,187.0,87.0,29.0,113.0,40.8
9239,,61,152.0,50.0,15.0,80.0,40.2
5060,,25,180.0,81.0,15.0,91.0,40.2
14709,,26,168.0,59.0,13.0,90.0,39.9
13200,,25,186.0,88.0,21.0,103.0,40.6
8671,,20,182.0,81.0,1.0,75.0,37.5
662,,30,161.0,64.0,26.0,99.0,40.7
12940,,24,181.0,75.0,20.0,101.0,41.0
10172,,38,166.0,65.0,15.0,100.0,40.4
2776,,27,167.0,63.0,3.0,83.0,38.4
4535,,45,161.0,60.0,4.0,84.0,38.7
7189,,76,162.0,65.0,10.0,94.0,39.8
9720,,39,166.0,61.0,4.0,85.0,38.9
5573,,78,176.0,82.0,3.0,86.0,37.9
6135,,53,166.0,67.0,7.0,91.0,39.5
4427,,39,164.0,61.0,17.0,95.0,40.4
5247,,22,186.0,88.0,10.0,83.0,40.0
10392,,31,183.0,80.0,21.0,99.0,40.4
3981,,42,166.0,63.0,11.0,80.0,40.2
7825,,62,167.0,65.0,11.0,97.0,39.9
2669,,27,171.0,68.0,6.0,87.0,39.2
3977,,75,169.0,72.0,16.0,98.0,40.0
279,,45,158.0,57.0,7.0,91.0,39.3
11112,,49,202.0,102.0,20.0,103.0,40.4
8718,,37,190.0,95.0,29.0,116.0,40.6
7452,,52,185.0,92.0,7.0,94.0,39.5
5197,,28,168.0,65.0,2.0,82.0,37.9
13377,,35,166.0,63.0,24.0,101.0,40.6
13975,,36,168.0,69.0,28.0,104.0,41.0
4155,,30,187.0,89.0,3.0,91.0,38.4
11654,,25,169.0,66.0,22.0,105.0,40.6
4883,,28,185.0,87.0,24.0,95.0,40.5
5807,,20,190.0,89.0,30.0,106.0,41.2
3809,,20,187.0,93.0,8.0,89.0,39.5
8713,,44,183.0,84.0,3.0,84.0,38.4
11818,,48,147.0,45.0,23.0,100.0,40.8
4683,,22,165.0,60.0,24.0,105.0,40.9
10194,,25,201.0,107.0,4.0,78.0,38.8
12618,,75,168.0,66.0,18.0,103.0,40.0
13082,,39,172.0,77.0,15.0,94.0,40.4
5593,,25,163.0,66.0,4.0,88.0,39.0
10807,,30,187.0,94.0,18.0,94.0,40.4
6897,,39,178.0,73.0,23.0,103.0,40.8
4563,,31,166.0,64.0,26.0,104.0,40.8
8376,,59,191.0,97.0,9.0,86.0,39.7
9284,,35,170.0,66.0,8.0,99.0,39.8
9434,,68,185.0,90.0,12.0,87.0,40.3
1269,,31,182.0,86.0,9.0,86.0,39.8
2350,,39,172.0,66.0,25.0,106.0,40.6
8745,,42,191.0,87.0,15.0,86.0,40.2
1384,,28,189.0,89.0,29.0,107.0,40.8
9379,,71,159.0,64.0,11.0,85.0,39.7
9036,,42,179.0,84.0,27.0,108.0,41.0
5856,,29,164.0,60.0,14.0,92.0,40.1
297,,20,178.0,80.0,9.0,84.0,39.4
8635,,21,167.0,67.0,23.0,111.0,40.7
13197,,33,153.0,54.0,17.0,97.0,40.1
